seed_record_id	keep_or_drop	company	title	city	job_id	url	source_type	evidence_grade	evidence_status	ai_relevance	production_metrics	notes
BYTE-011	keep	字节跳动	AI Product Manager Graduate (Corporate Information Systems - AI Vertical Scenarios) - 2027 Start	Dubai	7668335125198309637	https://joinbytedance.com/search/7668335125198309637	official_careers_direct	A	官方岗位详情本轮可读；薪资未公开	core_ai_investment	一线员工节省时间	页面明确把 time saved 作为可感知结果方向，但无数值且不是已达成事实；正文支持 Agent、RAG、多 Agent、工作流和全量评测
BYTE-012	keep	字节跳动	AI Application Development Engineer Graduate (Corporate Service System - Procurement) - 2027 Start	Dubai	7668333629097085237	https://joinbytedance.com/search/7668333629097085237	official_careers_direct	A	官方岗位详情本轮可读；薪资未公开	core_ai_investment		正文直接支持采购 Agent、System AI Harness、规划、工具、记忆和端到端交付；性能、效率、稳定性只作为一般研发预期，未填生产指标
BYTE-013	keep	BytePlus	AI Solution Architect - BytePlus	Singapore	7602936964813211909	https://joinbytedance.com/search/7602936964813211909	official_careers_direct	A	官方岗位详情本轮可读；薪资未公开	core_ai_investment	时延；吞吐；成本；安全性；准确性；幻觉率	这些是交付与评测职责中的可观测维度，不是已达成值；正文支持金融、电商、社交娱乐、ReAct、Plan-and-Execute、多 Agent、RAG、vLLM/SGLang、LLM-as-judge 与 HITL
BYTE-014	keep	BytePlus	GenAI Solution Architect - Video, Image & Multimodal GenaAI (AIGC) - (Chinese Speaker)	Dubai	7603562946976188725	https://joinbytedance.com/search/7603562946976188725	official_careers_direct	A	官方岗位详情本轮可读；薪资未公开	core_ai_investment	成本；时延；POC 可衡量结果	页面支持视频/图像/多模态生产级流水线、重试、HITL、IP 保护、内容安全和水印；指标是职责维度，不是已达成值
BYTE-015	keep	飞书/Lark	Solution Engineer - Vietnam Market, Lark APAC	Ho Chi Minh City	7614127849486649653	https://joinbytedance.com/search/7614127849486649653	official_careers_direct	A	官方岗位详情本轮可读；薪资未公开	ai_adjacent_transformation		正文支持 collaboration、automation、AI 及连接人员/流程/数据；“measurable business outcomes”未给具体指标，故留空
BYTE-016	keep	字节跳动全球电商	LLM/MLLM Algorithm Engineer - Global E-Commerce	Singapore	7621874043991132421	https://joinbytedance.com/search/7621874043991132421	official_careers_direct	A	官方岗位详情经旧版官方详情入口本轮可读；薪资未公开	core_ai_investment	治理效率；治理效果；拒绝决策可解释性	正文覆盖商家/商品/视频/直播/IPR 治理和 domain LLM/多模态；指标为职责目标且未量化，不是已达成事实
BYTE-017	keep	字节跳动全球电商	Conversational AI Large Model Researcher-Global E-commerce-Soaring Star Talent Program	Singapore	7508749677463767304	https://joinbytedance.com/search/7508749677463767304	official_careers_direct	A	官方岗位详情经旧版官方详情入口本轮可读；薪资未公开	core_ai_investment	数亿日活用户服务规模；电商运营效率	正文称既有对话方案服务数亿日活并带来显著效率提升，但未给精确值；多 Agent 客服仍含研究目标，不能全部视为既成生产能力
BYTE-018	keep	字节跳动 PIPO	LLM Algorithm Engineer Intern - Global Frontier Tech Recruitment Program - 2027 Start (PhD)	Singapore	7673360399475001605	https://joinbytedance.com/search/7673360399475001605	official_careers_direct	A	官方岗位详情本轮可读；薪资未公开	core_ai_investment	服务数百万全球用户；真实生产流量	正文明确既有 LLM/Agent 系统服务数百万全球用户，并提供 production traffic；同时覆盖催收、客服、营销通话、风险提示和质检
BYTE-019	keep	字节跳动全球电商	Machine Learning Engineer (User Growth & Intelligent Marketing) - Global e-Commerce	Seattle	7541186120630749448	https://joinbytedance.com/search/7541186120630749448	official_careers_index	C	官方搜索索引可读；详情页本轮超时；岗位存续需复核	core_ai_investment	DAU；渗透率；GMV	三项是职责中的增长目标，不是已达成结果；该岗位比种子笼统的“推荐搜索广告算法岗位”更可审计，正文覆盖推荐、搜索和智能营销
BYTE-020	drop	字节跳动					official_careers_index	D	没有原标题、岗位ID或URL且本轮无法重现；剔除	core_ai_investment		种子仅记录“第20条官方岗位存在”，不足以构成证据；未补写猜测字段
ALI-001	keep	阿里巴巴智能引擎 AI Infra	智能引擎-大模型训练基础架构研发工程师/高级专家-AI Infra	北京/杭州	1038409	https://talent-holding.alibaba.com/off-campus/position-detail?positionId=1038409	official_careers_index	B	官方团队招聘索引本轮可读；详情页超时；薪资未公开	core_ai_investment		shared_index_url=https://alibaba.github.io/ROCK/zh-Hans/careers/；索引直接给出标题、城市和详情链接，职责只由团队方向支持
ALI-002	keep	阿里巴巴智能引擎 AI Infra	智能引擎-PostTrain框架研发工程师-AI Infra	北京/杭州	7000016304	https://talent-holding.alibaba.com/off-campus/position-detail?positionId=7000016304	official_careers_index	B	官方团队招聘索引本轮可读；详情页超时；薪资未公开	core_ai_investment		shared_index_url=https://alibaba.github.io/ROCK/zh-Hans/careers/；官方页面同时说明 ROLL 支持大规模 RL Post-Training，但不等同于岗位完整职责
ALI-003	keep	阿里巴巴智能引擎 AI Infra	智能引擎-大模型平台研发工程师-强化学习环境	北京/杭州	100006780014	https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100006780014	official_careers_index	B	官方团队招聘索引本轮可读；详情页超时；薪资未公开	core_ai_investment		shared_index_url=https://alibaba.github.io/ROCK/zh-Hans/careers/；种子的“Token Foundry环境岗位”无法由原页支持，已更正为官方标题；页面支持 Agent 训练环境、开发/部署/管理和 ROCK
ALI-004	keep	阿里巴巴智能引擎 AI Infra	智能引擎-多模态大模型推理系统工程师/专家	北京/杭州	100008580001	https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100008580001	official_careers_index	B	官方团队招聘索引本轮可读；详情页超时；薪资未公开	core_ai_investment		shared_index_url=https://alibaba.github.io/ROCK/zh-Hans/careers/；页面支持 VL/Omni/DiT/Diffusion/AR、多模态推理与服务编排，未披露生产指标
ALI-005	keep	阿里巴巴智能引擎 AI Infra	智能引擎-大模型平台研发工程师-Agent Infra	北京/杭州	100018640014	https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100018640014	official_careers_index	B	官方团队招聘索引本轮可读；详情页超时；薪资未公开	core_ai_investment		shared_index_url=https://alibaba.github.io/ROCK/zh-Hans/careers/；索引可支持标题、城市和岗位ID，未取得详情正文，不能扩写 Agent Infra 职责
ALI-006	keep	阿里巴巴智能引擎 AI Infra	智能引擎-项目管理专家-AI项目	杭州	100011360005	https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100011360005	official_careers_index	B	官方团队招聘索引本轮可读；详情页为 JS 空页；薪资未公开	ai_adjacent_transformation		shared_index_url=https://alibaba.github.io/ROCK/zh-Hans/careers/；只能确认 AI 项目管理岗位标题、城市和ID，不能推断交付指标
ALI-007	keep	阿里巴巴集团	AI应用算法工程师	北京/广州/杭州/上海	199903540003	https://campus-talent.alibaba.com/campus/position/199903540003	official_careers_index	C	官方搜索索引可读完整岗位正文；直接页本轮 JS 空白；岗位存续需复核；薪资未公开	core_ai_investment	线上质量；稳定性；成本；A/B；Bandit；指标漂移	职责明确要求对这些可观测维度负责或建立实验/监控体系，但不是已达成结果；页面说明面向阿里16个业务并支持多业务并行投递，不能拆成16条岗位
